Cities;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127
11;1276;1800.804265;705.6004535;705.6004535;2296.682825;492.1463197;956.5605051;836.4878959;164.0487732;1037.535542;0;1648.669767;1322.603493;1815.687198;742.7624115;1512.454958;1069.467157;1525.741787;820.2438662;935.2218988;1050.424676;820.2438662;580;478.2802526;4026.72075;3036.01054;2380.121005;4596.294159;4456.574469;2348.820981;2138.934314;4733.311737;4268.421722;2957.431318;2438.760341;2252.312589;2116.801361;3250.070768;3166.183823;2957.431318;2132.634052;3427.402515;2757.288523;3413.633841;3713.812058;5009.534909;4020.031841;4477.660103;4432.353776;1740;2132.634052;2509.463688;4277.868628;3168.308066;3631.374395;2708.047267;2698.091177;1944.514335;2025.852907;1512.454958;1640.487732;1740;8619.198107;2055.525237;5587.299885;3460.612663;1512.454958;2629.901899;4130.642565;3528.002268;3024.909916;991.1044345;1811.977925;1870.443798;3899.394825;2982.350751;1870.443798;3132;2279.038394;2567.76946;4653.0317;6621.151561;6728.999926;4421.715504;6126.07411;6273.659219;6246.791176;6442.962052;5352.366206;1233.096914;1740;5631.677548;6049.819832;5534.063245;5530.414813;5637.647736;6949.358532;12992.51785;6850.8779;1628.137586;11107.56787;10674.52144;3890.758281;5818.530399;705.6004535;580;10906.46781;676.3904198;5311.989458;4622.567252;7500.635706;6972.555342;3435.245552;464;1396.824971;1254.731844;3945.705514;4529.944812;7725.983174;905.9889624;2413.803637;4429.316877;5880.639421;2831.920903;4222.463736;5694.643097;7888
12;1044;1577.770579;2228.287235;1211.075555;2690.599933;1160;1322.603493;1774.458791;1672.975792;2132.634052;1648.669767;0;1870.443798;418.243948;905.9889624;956.5605051;1044;1577.770579;1411.200907;844.4927472;1160;1182.972527;1357.74519;1296.919427;2413.803637;1396.824971;778.1516562;2952.877918;2864.988656;733.6484172;591.4862636;3166.183823;2645.206986;1411.200907;1485.524823;1094.341811;1069.467157;1611.523503;1577.770579;1688.985494;733.6484172;1888.343189;1276;2645.206986;3044.861902;5036.324056;4222.463736;4377.367245;4513.577738;2091.21974;1982.208869;3134.147412;4306.084997;2831.920903;4306.084997;2982.350751;2490.625624;3443.070722;3640.62632;3155.541158;3285.074124;3387.914993;8480.702801;3541.326305;6837.115181;4432.353776;2562.523756;3155.541158;4417.148401;4073.235569;3871.69007;1628.137586;2460.731599;2279.038394;3776.686378;2708.047267;1712.719475;2447.022681;1352.78084;1467.296834;3945.705514;5800;5801.159884;3735.488188;7136.593025;7267.37917;7190.128789;7348.396288;6918.308464;2881.380225;3364;7215.349195;4989.348655;5272.579634;4177.6108;6246.791176;5311.989458;11344.89489;8398.592263;3009.300251;9976.674396;9684.437;3088.738254;7418.560507;1094.341811;1069.467157;10267.14683;1037.535542;6055.377775;5694.643097;7355.717232;7022.552243;4829.000725;1322.603493;2116.801361;2900;3123.395588;4518.047366;7957.633819;1724.463975;2533.478241;2793.649942;4334.117673;3381.952099;5838.154503;4915.991863;6693.913653
13;844.4927472;778.1516562;1165.785572;1770.663153;997.869731;1352.78084;591.4862636;2132.634052;1485.524823;591.4862636;1322.603493;1870.443798;0;1724.463975;1357.74519;1037.535542;2025.852907;2647.749233;1995.739462;1724.463975;2075.071083;1870.443798;1740;1577.770579;4158.240012;3123.395588;2617.079288;4575.755238;4631.291828;2284.93501;2460.731599;4955.522172;4358.884261;2645.206986;1672.975792;1724.463975;1560.620389;3123.395588;2900;2320;1870.443798;3036.01054;2391.401263;2331.571144;2554.635003;3692.008667;2717.966887;3155.541158;3116.926691;418.243948;928;1322.603493;2957.431318;1913.12101;2504.095845;1396.824971;1434.840758;1930.624769;2900;2320;2231.304551;2447.022681;9849.076302;1995.739462;4989.348655;2562.523756;2831.920903;3937.170558;5423.542754;4845.690869;4343.421693;2228.287235;3116.926691;3134.147412;5093.443629;4099.578515;2957.431318;4079.837252;3051.483574;3256.275173;5626.896836;7553.372757;7596.893049;5402.412794;7388.571716;7540;7526.603484;7730.336086;5332.21605;1972;2167.058836;5660.277025;5000.124798;4217.680879;4738.993986;6960;6644.48162;12720.39308;6757.933412;1415.960451;11837.11654;11512.67128;2786.415619;6555.796214;991.1044345;1296.919427;9628.69877;1556.303312;6628.260707;5880.639421;6178.565529;5665.029567;3088.738254;997.869731;259.3838854;2091.21974;4845.690869;3208.401471;9028.645967;418.243948;1094.341811;4462.609102;5341.041097;1615.69304;4409.526052;6643.468973;6892.001161
14;883.4296803;1281.261878;2302.534256;1512.454958;2436;1357.74519;1254.731844;2091.21974;1874.037353;2091.21974;1815.687198;418.243948;1724.463975;0;1100.472626;705.6004535;1411.200907;1982.208869;1740;1160;1525.741787;1508;1640.487732;1547.633031;2438.760341;1401.633333;928;2900;2909.265199;580;844.4927472;3231.38608;2647.749233;1142.467505;1069.467157;676.3904198;656.1950929;1476.438959;1352.78084;1296.919427;348;1615.69304;956.5605051;2228.287235;2629.901899;4668.909937;3889.028671;3999.897999;4158.240012;1870.443798;1660.867243;2909.265199;3945.705514;2447.022681;4060;2690.599933;2132.634052;3460.612663;3840.283323;3323.759317;3411.662351;3541.326305;8882.90403;3550.812865;6712.983241;4254.21203;2900;3558.383903;4834.570508;4480.664236;4254.21203;1975.408818;2843.774956;2678.06796;4190.474913;3121.240779;2129.476931;2831.920903;1740;1815.687198;4306.084997;6126.07411;6105.171578;4101.219331;7514.07852;7647.207072;7575.608226;7738.165157;6938.700743;3024.909916;3460.612663;7247.911699;4588.969383;4873.380757;3829.757172;6656.621365;5151.235968;11214.26663;8400.995179;2993.609193;10210.63602;9957.774048;2670.520549;7632.235845;1160;1249.358235;9849.076302;1296.919427;6456.522903;6059.820459;6960;6647.518635;4777.172385;1415.960451;1982.208869;3064.683997;3476.131183;4150.142166;8375.328531;1672.975792;2231.304551;2767.031623;4073.235569;3132;5905.755836;5255.964992;6316.410373
15;836.4878959;1485.524823;1352.78084;518.7677708;2334.454969;259.3838854;778.1516562;1069.467157;778.1516562;1396.824971;742.7624115;905.9889624;1357.74519;1100.472626;0;991.1044345;676.3904198;1322.603493;778.1516562;366.8242086;742.7624115;580;591.4862636;464;3297.339534;2296.682825;1648.669767;3856.018672;3735.488188;1611.523503;1415.960451;4021.705111;3535.622152;2240.332118;1888.343189;1624;1512.454958;2509.463688;2438.760341;2322.89819;1434.840758;2715.490379;2055.525237;2973.313303;3321.734487;4946.0093;4021.705111;4348.066237;4385.045496;1712.719475;1888.343189;2678.06796;4203.299656;2900;3856.018672;2705.561679;2466.193829;2593.838854;2749.958545;2252.312589;2380.121005;2482.508409;8525.802719;2698.091177;6121.679508;3835.023859;1888.343189;2767.031623;4190.474913;3701.109023;3339.913771;1037.535542;1972;1902.541458;3764.195532;2749.958545;1611.523503;2730.315733;1740;1985.600161;4277.868628;6217.643283;6281.161676;4051.705814;6555.796214;6695.923536;6644.48162;6823.324703;6049.819832;1975.408818;2466.193829;6338.739307;5530.414813;5347.335785;4894.045361;5870.333551;6210.06409;12249.95151;7540;2200.945251;10587.18471;10213.9301;3448.927949;6538.326391;366.8242086;164.0487732;10584.0068;259.3838854;5606.533332;5073.591233;7382.194796;6938.700743;4035.066294;478.2802526;1547.633031;1995.739462;3510.79706;4441.452015;7796.201126;1050.424676;2320;3692.008667;5173.391924;2973.313303;4946.0093;5301.847225;7322.715343
16;259.3838854;624.6791176;1815.687198;1508;1743.86238;1182.972527;676.3904198;2055.525237;1624;1476.438959;1512.454958;956.5605051;1037.535542;705.6004535;991.1044345;0;1577.770579;2228.287235;1766.859361;1254.731844;1672.975792;1556.303312;1577.770579;1434.840758;3123.395588;2091.21974;1628.137586;3541.326305;3597.870481;1249.358235;1512.454958;3925.190441;3321.734487;1640.487732;928;778.1516562;624.6791176;2091.21974;1888.343189;1467.296834;836.4878959;2065.321283;1396.824971;1982.208869;2334.454969;4119.22517;3274.817858;3480;3582.879289;1165.785572;1037.535542;2207.05052;3381.952099;1968.585279;3365.999406;2025.852907;1577.770579;2872.02507;3489.653278;2934.593669;2957.431318;3123.395588;9350.060535;2952.877918;6016.364351;3548.917581;2869.681515;3740.887595;5127.672376;4676.109494;4331.011891;2025.852907;2957.431318;2864.988656;4605.068512;3550.812865;2460.731599;3371.99051;2284.93501;2422.15111;4889.919427;6755.941977;6756.937768;4676.109494;7540;7681.442573;7633.117319;7813.441751;6329.17941;2606.775786;2964.248303;6648.530665;4561.027954;4429.316877;4026.72075;6850.8779;5674.522711;11752.69501;7772.865623;2380.121005;10904.617;10632.8412;2457.995932;7264.601297;812;1069.467157;9600.708307;1249.358235;6595.699205;6052.043622;6492.892114;6112.880827;4119.22517;1050.424676;1296.919427;2678.06796;4073.235569;3603.4761;8719.311899;1069.467157;1577.770579;3425.43895;4462.609102;2438.760341;5347.335785;5869.187337;6381.054458
17;1476.438959;2132.634052;1774.458791;366.8242086;3009.300251;705.6004535;1453.475834;778.1516562;991.1044345;1985.600161;1069.467157;1044;2025.852907;1411.200907;676.3904198;1577.770579;0;656.1950929;418.243948;328.0975465;116;259.3838854;518.7677708;591.4862636;3134.147412;2231.304551;1556.303312;3764.195532;3528.002268;1755.39853;1296.919427;3776.686378;3387.914993;2447.022681;2391.401263;2055.525237;1982.208869;2567.76946;2593.838854;2708.047267;1755.39853;2920.805368;2320;3528.002268;3899.394825;5616.125355;4697.641962;5009.534909;5057.653211;2388.586193;2544.078615;3339.913771;4873.380757;3535.622152;4512.086879;3381.952099;3116.926691;3011.535157;2793.649942;2391.401263;2606.775786;2645.206986;7850.380882;3123.395588;6648.530665;4445.994152;1525.741787;2179.44213;3550.812865;3112.606625;2843.774956;591.4862636;1434.840758;1296.919427;3088.738254;2075.071083;935.2218988;2100.849352;1211.075555;1508;3642.473885;5598.12683;5685.18355;3413.633841;6102.967147;6236.011546;6165.484571;6330.242333;6381.054458;2188.683623;2749.958545;6647.518635;5992.834388;5992.834388;5221.28873;5291.685554;6225.213249;12193.8017;7885.440761;2690.599933;10043.21542;9628;3994.848683;6505.31475;1037.535542;733.6484172;11165.56492;478.2802526;5064.300149;4653.0317;8040.063681;7610.165833;4504.625179;1069.467157;2200.945251;2157.724728;2902.319073;5109.270007;7147.897033;1688.985494;2993.609193;3573.477858;5347.335785;3640.62632;5213.551573;4676.109494;7726.853952
18;2132.634052;2788.829145;2207.05052;883.4296803;3640.62632;1296.919427;2091.21974;844.4927472;1396.824971;2533.478241;1525.741787;1577.770579;2647.749233;1982.208869;1322.603493;2228.287235;656.1950929;0;705.6004535;984.2926394;580;778.1516562;956.5605051;1100.472626;3268.64865;2504.095845;1870.443798;3945.705514;3603.4761;2216.176888;1628.137586;3805.082916;3528.002268;2909.265199;3009.300251;2650.289041;2593.838854;2920.805368;3016;3266.589659;2311.283626;3365.999406;2822.401814;4158.240012;4537.364874;6268.294824;5341.041097;5665.029567;5707.624374;3024.909916;3200.0025;3945.705514;5525.546489;4190.474913;5105.318012;4021.705111;3773.121784;3381.952099;2831.920903;2544.078615;2824.784594;2803.266666;7206.952199;3497.356716;7079.802257;4982.60173;1254.731844;1577.770579;2900;2498.716471;2322.89819;591.4862636;935.2218988;705.6004535;2447.022681;1467.296834;348;1640.487732;1069.467157;1396.824971;3134.147412;5105.318012;5231.58714;2902.319073;5587.299885;5713.515205;5626.896836;5779.08228;6613.017466;2422.15111;3011.535157;6854.80503;6567.075453;6648.530665;5713.515205;4676.109494;6462.772161;12334.24242;8120.828529;3134.147412;9649.638335;9175.739316;4619.655398;6380;1672.975792;1352.78084;11798.40328;1094.341811;4477.660103;4177.6108;8696.132474;8261.28513;4894.045361;1660.867243;2803.266666;2348.820981;2460.731599;5762.76045;6492.892114;2284.93501;3642.473885;3735.488188;5726.453702;4254.21203;5396.182354;4177.6108;8258.841565
19;1611.523503;2252.312589;1508;259.3838854;2993.609193;656.1950929;1476.438959;366.8242086;696;1834.121043;820.2438662;1411.200907;1995.739462;1740;778.1516562;1766.859361;418.243948;705.6004535;0;580;328.0975465;232;259.3838854;418.243948;3550.812865;2647.749233;1972;4182.43948;3940.586758;2138.934314;1712.719475;4184.047801;3805.082916;2822.401814;2645.206986;2345.954816;2252.312589;2973.313303;2982.350751;3024.909916;2088;3299.379336;2678.06796;3748.074706;4099.578515;5665.029567;4710.514197;5088.15723;5096.084772;2391.401263;2645.206986;3268.64865;4924.196584;3668.242086;4417.148401;3387.914993;3225.133796;2708.047267;2380.121005;1995.739462;2231.304551;2252.312589;7858.090353;2822.401814;6389.48386;4277.868628;1160;1995.739462;3445.024238;2927.707636;2567.76946;259.3838854;1194.293096;1148.341413;3112.606625;2167.058836;1050.424676;2322.89819;1556.303312;1870.443798;3835.023859;5804.638145;5920.547272;3603.4761;5801.159884;5938.701542;5880.639421;6055.377775;6019.718266;1815.687198;2391.401263;6277.947435;6279.019032;6105.171578;5569.208202;5093.443629;6640.430107;12612.03298;7526.603484;2436;10318.7852;9866.139265;4222.463736;6087.513778;1069.467157;742.7624115;11362.08009;518.7677708;4829.000725;4331.011891;8124.141801;7649.846012;4216.085388;997.869731;2129.476931;1770.663153;3140.580838;5168.187303;7054.097249;1611.523503;3036.01054;3991.478924;5739.363031;3582.879289;4834.570508;4877.520682;8045.08297
20;1148.341413;1804.536506;1615.69304;366.8242086;2698.091177;478.2802526;1142.467505;935.2218988;905.9889624;1740;935.2218988;844.4927472;1724.463975;1160;366.8242086;1254.731844;328.0975465;984.2926394;580;0;418.243948;348;518.7677708;492.1463197;3116.926691;2157.724728;1485.524823;3713.812058;3535.622152;1577.770579;1233.096914;3805.082916;3364;2252.312589;2091.21974;1774.458791;1688.985494;2438.760341;2422.15111;2447.022681;1508;2730.315733;2100.849352;3216.778513;3582.879289;5290.413972;4377.367245;4681.861168;4733.311737;2075.071083;2216.176888;3044.861902;4547.732622;3208.401471;4222.463736;3064.683997;2788.829145;2864.988656;2831.920903;2380.121005;2554.635003;2624.780372;8172.856539;2973.313303;6447.137659;4190.474913;1740;2490.625624;3876.899792;3425.43895;3123.395588;820.2438662;1724.463975;1611.523503;3411.662351;2388.586193;1254.731844;2365.945054;1396.824971;1660.867243;3913.173648;5856.56418;5926.226455;3686.537671;6370.502021;6506.348899;6442.962052;6613.017466;6287.585228;2138.934314;2670.520549;6566.050868;5712.337525;5665.029567;4989.348655;5602.93209;6129.367994;12136.28345;7785.838426;2504.095845;10250.09502;9862.729034;3686.537671;6591.617707;733.6484172;464;10850.18636;259.3838854;5363.667402;4906.402348;7712.037344;7284.947769;4334.117673;812;1913.12101;2132.634052;3151.274028;4782.802526;7475.477777;1411.200907;2670.520549;3535.622152;5178.591314;3339.913771;5151.235968;4939.203175;7468.274232
21;1560.620389;2216.176888;1755.39853;348;3064.683997;733.6484172;1512.454958;676.3904198;956.5605051;2002.470474;1050.424676;1160;2075.071083;1525.741787;742.7624115;1672.975792;116;580;328.0975465;418.243948;0;232;478.2802526;580;3225.133796;2334.454969;1660.867243;3861.249539;3612.799469;1870.443798;1401.633333;3856.018672;3480;2562.523756;2498.716471;2167.058836;2091.21974;2678.06796;2708.047267;2822.401814;1870.443798;3036.01054;2436;3631.374395;3999.897999;5688.732724;4761.655174;5088.15723;5127.672376;2447.022681;2624.780372;3381.952099;4946.0093;3623.95585;4549.2118;3443.070722;3200.0025;2982.350751;2708.047267;2320;2546.721814;2575.617984;7785.838426;3095.266063;6637.389848;4462.609102;1411.200907;2075.071083;3460.612663;3009.300251;2730.315733;478.2802526;1322.603493;1194.293096;3024.909916;2025.852907;883.4296803;2091.21974;1249.358235;1556.303312;3625.811909;5587.299885;5684;3395.849231;5988.342008;6121.679508;6052.043622;6217.643283;6329.17941;2129.476931;2698.091177;6591.617707;6105.171578;6078.665643;5337.260721;5187.677708;6329.17941;12289.97966;7834.939183;2678.06796;10057.27359;9628.69877;4099.578515;6406.30939;1094.341811;778.1516562;11266.93854;518.7677708;4955.522172;4537.364874;8120.828529;7681.442573;4482.165548;1100.472626;2240.332118;2091.21974;2900;5183.785489;7061.723302;1724.463975;3062.487878;3668.242086;5460.631465;3686.537671;5152.541897;4663.142288;7841.805914
22;1415.960451;2065.321283;1525.741787;116;2864.988656;518.7677708;1322.603493;591.4862636;733.6484172;1774.458791;820.2438662;1182.972527;1870.443798;1508;580;1556.303312;259.3838854;778.1516562;232;348;232;0;259.3838854;348;3371.99051;2447.022681;1770.663153;3991.478924;3773.121784;1913.12101;1512.454958;4026.72075;3623.95585;2593.838854;2422.15111;2116.801361;2025.852907;2757.288523;2757.288523;2793.649942;1856;3071.262932;2447.022681;3533.718721;3890.758281;5510.915713;4571.342035;4921.463197;4946.0093;2252.312589;2466.193829;3168.308066;4768.714712;3480;4331.011891;3250.070768;3044.861902;2757.288523;2554.635003;2138.934314;2348.820981;2391.401263;7980.429061;2869.681515;6406.30939;4233.602721;1392;2188.683623;3612.799469;3123.395588;2788.829145;478.2802526;1401.633333;1322.603493;3223.047006;2240.332118;1100.472626;2322.89819;1467.296834;1766.859361;3856.018672;5818.530399;5916;3625.811909;6028.652918;6165.484571;6105.171578;6277.947435;6121.679508;1930.624769;2490.625624;6388.430793;6052.043622;5926.226455;5337.260721;5295.498466;6434.602707;12420.66987;7626.06268;2447.022681;10287.44089;9860.682329;4006.620521;6287.585228;905.9889624;580;11156.52276;328.0975465;5041.664804;4561.027954;7956.788297;7500.635706;4254.21203;883.4296803;2025.852907;1902.541458;3132;5009.534909;7220.009972;1508;2881.380225;3805.082916;5514.577046;3476.131183;4955.522172;4894.045361;7814.302784
23;1401.633333;2029.171259;1281.261878;164.0487732;2737.698303;418.243948;1233.096914;478.2802526;478.2802526;1577.770579;580;1357.74519;1740;1640.487732;591.4862636;1577.770579;518.7677708;956.5605051;259.3838854;518.7677708;478.2802526;259.3838854;0;164.0487732;3612.799469;2670.520549;1995.739462;4222.463736;4020.031841;2091.21974;1740;4277.868628;3862.991587;2757.288523;2479.796766;2207.05052;2100.849352;2957.431318;2934.593669;2900;1985.600161;3235.547558;2593.838854;3558.383903;3899.394825;5416.094534;4456.574469;4845.690869;4845.690869;2138.934314;2413.803637;3009.300251;4676.109494;3443.070722;4158.240012;3134.147412;2993.609193;2504.095845;2320;1888.343189;2091.21974;2138.934314;8116.685038;2617.079288;6165.484571;4026.72075;1296.919427;2228.287235;3692.008667;3155.541158;2757.288523;492.1463197;1415.960451;1396.824971;3371.99051;2422.15111;1296.919427;2552;1724.463975;2025.852907;4074.886992;6042.030122;6149.094242;3843.785634;5964.701501;6105.171578;6055.377775;6236.011546;5862.305349;1672.975792;2231.304551;6129.367994;6121.679508;5870.333551;5463.095093;5311.989458;6647.518635;12648.78808;7366.685008;2207.05052;10532.39118;10094.66631;4035.066294;6073.129012;836.4878959;518.7677708;11153.50707;348;5032.314776;4482.165548;7881.173517;7398.581486;4004.940948;742.7624115;1870.443798;1648.669767;3365.999406;4921.463197;7300.631206;1352.78084;2788.829145;4040.065346;5688.732724;3323.759317;4697.641962;5115.849881;7909.294785
24;1249.358235;1870.443798;1182.972527;232;2575.617984;259.3838854;1069.467157;624.6791176;418.243948;1434.840758;478.2802526;1296.919427;1577.770579;1547.633031;464;1434.840758;591.4862636;1100.472626;418.243948;492.1463197;580;348;164.0487732;0;3609.073011;2645.206986;1975.408818;4203.299656;4026.72075;2025.852907;1724.463975;4293.567281;3856.018672;2678.06796;2345.954816;2088;1975.408818;2906.951668;2864.988656;2786.415619;1888.343189;3155.541158;2504.095845;3411.662351;3748.074706;5252.12338;4293.567281;4681.861168;4681.861168;1975.408818;2252.312589;2853.222739;4512.086879;3283.025434;4006.620521;2971.049646;2831.920903;2422.15111;2348.820981;1888.343189;2065.321283;2132.634052;8275.931368;2533.478241;6059.820459;3890.758281;1434.840758;2391.401263;3856.018672;3317.681118;2909.265199;656.1950929;1577.770579;1560.620389;3528.002268;2567.76946;1434.840758;2670.520549;1800.804265;2091.21974;4201.698704;6165.484571;6264;3971.200322;6105.171578;6246.791176;6200.305799;6383.162852;5813.903336;1648.669767;2188.683623;6087.513778;5988.342008;5707.624374;5356.135921;5471.709057;6604.873352;12622.16463;7315.361372;2100.849352;10632.8412;10208.65907;3889.028671;6121.679508;676.3904198;366.8242086;10997.99909;259.3838854;5187.677708;4618.198783;7717.269984;7234.904284;3913.173648;580;1712.719475;1640.487732;3480;4757.414424;7464.669852;1194.293096;2624.780372;4026.72075;5612.530267;3166.183823;4666.027004;5240.581647;7785.838426
25;3321.734487;3601.60853;4640;3448.927949;4756;3535.622152;3684.7122;3897.669047;4020.031841;4518.047366;4026.72075;2413.803637;4158.240012;2438.760341;3297.339534;3123.395588;3134.147412;3268.64865;3550.812865;3116.926691;3225.133796;3371.99051;3612.799469;3609.073011;0;1037.535542;1648.669767;705.6004535;478.2802526;1874.037353;1888.343189;820.2438662;259.3838854;1740;2909.265199;2593.838854;2730.315733;1160;1512.454958;2447.022681;2311.283626;1688.985494;1975.408818;3662.73559;4051.705814;6464.853904;5917.137146;5759.256897;6059.820459;4255.793228;3890.758281;5261.082778;5828.92786;4298.265697;6350.404082;4921.463197;4182.43948;5855.415271;5926.226455;5496.245992;5665.029567;5741.707063;8204.078985;5952.280907;9137.531395;6644.48162;4518.047366;4529.944812;5225.153012;5252.12338;5402.412794;3668.242086;4158.240012;3856.018672;4216.085388;3365.999406;3123.395588;2670.520549;2240.332118;1944.514335;3425.43895;4693.343371;4504.625179;3321.734487;8532.113454;8634.016447;8496.554596;8596.531394;9332.054008;5252.12338;5762.76045;9628.69877;4840.133882;6346.164826;3480;7200.414433;3235.547558;9074.729748;10810.4283;5411.123358;8105.071992;8034.203881;3889.028671;9619.610803;3506.962218;3460.612663;10417.42003;3364;7195.740963;7259.969146;8379.344127;8301.905323;7212.551282;3735.488188;4417.148401;5249.560744;2715.490379;5971.465482;8255.582354;4101.219331;4462.609102;478.2802526;2900;5437.171323;8243.348834;4026.72075;6028.652918
26;2284.93501;2593.838854;3623.95585;2509.463688;3757.03926;2544.078615;2647.749233;3009.300251;3044.861902;3481.932797;3036.01054;1396.824971;3123.395588;1401.633333;2296.682825;2091.21974;2231.304551;2504.095845;2647.749233;2157.724728;2334.454969;2447.022681;2670.520549;2645.206986;1037.535542;0;676.3904198;1560.620389;1508;844.4927472;935.2218988;1834.121043;1254.731844;935.2218988;1985.600161;1624;1743.86238;518.7677708;820.2438662;1660.867243;1296.919427;1160;1100.472626;2909.265199;3321.734487;5656.709998;5021.607711;4955.522172;5209.678685;3235.547558;2909.265199;4254.21203;4982.60173;3435.245552;5367.42918;3950.817637;3256.275173;4827.607275;4989.348655;4529.944812;4676.109494;4768.714712;8392.181123;4922.83008;8107.561902;5626.896836;3706.558512;3945.705514;4895.4199;4768.714712;4778.580542;2803.266666;3435.245552;3166.183823;4006.620521;3011.535157;2447.022681;2438.760341;1628.137586;1434.840758;3609.073011;5194.158257;5088.15723;3448.927949;8004.840536;8120;8007.361613;8133.246338;8306.766399;4268.421722;4760.242011;8607.481397;4600.683427;5655.520489;3448.927949;6847.931074;3994.848683;9978.69731;9780.526775;4377.367245;8968.833146;8807.601263;3223.047006;8733.960385;2482.508409;2460.731599;10129.26453;2391.401263;6763.904198;6648.530665;7731.206374;7562.27479;6175.297888;2717.966887;3381.952099;4277.868628;2793.649942;5148.623117;8196.694944;3064.683997;3487.72476;1396.824971;3250.070768;4445.994152;7234.904284;4409.526052;6055.377775
27;1774.458791;2207.05052;2993.609193;1834.121043;3364;1888.343189;2091.21974;2334.454969;2380.121005;2909.265199;2380.121005;778.1516562;2617.079288;928;1648.669767;1628.137586;1556.303312;1870.443798;1972;1485.524823;1660.867243;1770.663153;1995.739462;1975.408818;1648.669767;676.3904198;0;2228.287235;2091.21974;580;259.3838854;2388.586193;1888.343189;1142.467505;1815.687198;1401.633333;1467.296834;1050.424676;1182.972527;1724.463975;991.1044345;1547.633031;1160;2900;3317.681118;5514.577046;4782.802526;4829.000725;5025.625533;2793.649942;2575.617984;3835.023859;4806.65705;3274.817858;4988;3612.799469;3011.535157;4217.680879;4315.449455;3862.991587;4020.031841;4104.498995;8202.438662;4317.008223;7600.434724;5168.187303;3044.861902;3371.99051;4439.936936;4233.602721;4177.6108;2132.634052;2805.665696;2554.635003;3640.62632;2593.838854;1859.621467;2138.934314;1142.467505;1069.467157;3506.962218;5255.964992;5210.969967;3317.681118;7427.624115;7548.026497;7446.621784;7583.597036;7689.321426;3609.073011;4114.322301;7982.957848;4928.293822;5631.677548;3913.173648;6358.874114;4668.909937;10653.07017;9172.805896;3787.36003;9282.899547;9039.816812;3285.074124;8057.617514;1870.443798;1811.977925;10370.8152;1724.463975;6236.011546;6042.030122;7722.499077;7470.976375;5606.533332;2091.21974;2869.681515;3612.799469;2670.520549;4997.432941;7858.090353;2498.716471;3151.274028;2052.249498;3856.018672;4060;6594.679067;4409.526052;6501.176509
28;3764.195532;3945.705514;5173.391924;4060;5064.300149;4104.498995;4153.383199;4537.364874;4605.068512;4989.348655;4596.294159;2952.877918;4575.755238;2900;3856.018672;3541.326305;3764.195532;3945.705514;4182.43948;3713.812058;3861.249539;3991.478924;4222.463736;4203.299656;705.6004535;1560.620389;2228.287235;0;676.3904198;2320;2482.508409;905.9889624;464;1982.208869;3155.541158;2909.265199;3062.487878;1453.475834;1724.463975;2593.838854;2705.561679;1755.39853;2240.332118;3712;4066.623169;6505.31475;6059.820459;5804.638145;6149.094242;4618.198783;4182.43948;5580.07025;5917.137146;4432.353776;6613.017466;5178.591314;4391.17843;6358.874114;6542.441135;6089.723803;6236.011546;6329.17941;8733.960385;6450.267591;9504.924197;6979.306556;5187.677708;5234.158576;5917.137146;5956.800483;6105.171578;4317.008223;4847.07912;4549.2118;4894.045361;4066.623169;3815.677135;3364;2934.593669;2645.206986;4006.620521;5088.15723;4845.690869;3925.190441;9237.12596;9338.540357;9199.904347;9298.107334;9838.140475;5828.92786;6316.410373;10145.19315;4477.660103;6279.019032;3036.01054;7891.411027;2533.478241;8429.776747;11300.3292;5893.211009;8130.764294;8164.620261;3856.018672;10267.14683;4026.72075;4020.031841;10028.46668;3950.817637;7895.672739;7964.394767;8255.582354;8258.841565;7660.392679;4268.421722;4834.570508;5838.154503;3347.961768;6033.115282;8878.358407;4571.342035;4733.311737;232;2284.93501;5722.927922;8786.186431;4504.625179;5502.363129
